title,release_date,platform,category,imdb_id,imdb_url,imdb_title,imdb_year,imdb_plot,imdb_director,imdb_actors,imdb_rating,imdb_poster,last_updated
Most Eligible Bachelor,19 Nov 2021,Aha,Film,tt11725680,https://www.imdb.com/title/tt11725680/,Most Eligible Bachelor,2021,"Akhil and Pooja have a love story with a touch of comedy, where they confront their ideas of married life.",Bommarillu Baskar,"Akhil Akkineni, Pooja Hegde, Neha Shetty",6.2,https://m.media-amazon.com/images/M/MV5BZWE0MGM3YzEtM2ZmNi00NmMyLWE5OGEtMGJkNjVlOThhOTEwXkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_SX300.jpg,2024-10-15T23:53:04.476138
Adbutham,19 Nov 2021,Disney+ Hotstar,Film,,,,,,,,,,
Maha Samudram,13 Nov 2021,Netflix,Film,tt13131798,https://www.imdb.com/title/tt13131798/,Maha Samudram,2021,"Set in Visakhapatnam, the story is about four lives and their roller-coaster romantic ride.",Ajay Bhupathi,"Sharwanand, Siddharth, Aditi Rao Hydari",5.0,https://m.media-amazon.com/images/M/MV5BY2Y2Y2ZiMjMtMjZiZS00N2E1LWE4N2ItZDA2NDMyZjlmNDkyXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,2024-10-15T23:53:04.969452
3 Roses,12 Nov 2021,Aha,Series,tt15529076,https://www.imdb.com/title/tt15529076/,3 Roses,2021–,"Story of 3 best friends - Ritu, Jhanvi, and Indu who reunite when their families call them back to Hyderabad to get the girls married and settled. During this process, they happen to witness a series of events that change their life.",N/A,"Shamna Kasim, Eesha Rebba, Payal Rajput",5.7,https://m.media-amazon.com/images/M/MV5BMmJmMWNkMDAtZTA4MC00YmZmLTlhYTUtODI0MWQzOTZlMmM4XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_SX300.jpg,2024-10-15T23:53:05.220379
Aaradugula Bullet,10 Nov 2021,Amazon Prime,Film,tt6914500,https://www.imdb.com/title/tt6914500/,Aaradugula Bullet,2021,"Murthy (Prakash Raj) is well respected in the society in Vijaywada. He is peeved with his son Shiva (Gopichand) and even his family members are unhappy with him, as he roams around listlessly without doing any job and instead gett...",Gopal B.,"Gopichand, Nayanthara, Prakash Raj",3.6,https://m.media-amazon.com/images/M/MV5BMWE2N2UyOTAtY2EwMi00ODQ1LThkOGItODI4NjI3ZTJhMTRhXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,2024-10-15T23:53:05.469213
Varun Doctor,05 Nov 2021,Netflix & Sun NXT,Film,,,,,,,,,,
Sridevi Soda Center,04 Nov 2021,ZEE5,Film,tt13379908,https://www.imdb.com/title/tt13379908/,Sridevi Soda Center,2021,"Based on a real-life incident, Sridevi Soda Center portrays a beautiful, emotional love story amidst the much prevalent caste system and politics in the rural areas.",Karuna Kumar,"Ajay, Anandhi, Raghu Babu",6.2,https://m.media-amazon.com/images/M/MV5BZGExNDA4Y2ItYmRhMC00MTRkLWFkNmMtYmRlY2UxMTA0YjQyXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:53:05.879657
Gully Rowdy,04 Nov 2021,Disney+ Hotstar,Film,tt13672658,https://www.imdb.com/title/tt13672658/,Gully Rowdy,2021,"A young man attempts to balance a new love interest with the expectations of his friends, who expect him to carry on his rowdy ways.",G. Nageswara Reddy,"Saurav Chakrabarti, Harsha Chemudu, Sundeep Kishan",5.7,https://m.media-amazon.com/images/M/MV5BM2ZjZDBhMzYtOTIxYi00NDhhLWEwMDMtNTFlYTdjYjczZDQzXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,2024-10-15T23:53:06.140654
Jai Bhim (Telugu),02 Nov 2021,Amazon Prime,Film,,,,,,,,,,
Family Drama,29 Oct 2021,Sony LIV,Film,tt32832440,https://www.imdb.com/title/tt32832440/,Family Drama,2024,"Dysfunctional family torn apart by selfishness and misguided schemes, each member pursuing their own agenda with disastrous consequences.",Akarsh,"Ananya Amar, Sindhu Sreenivasa Murthy, Poornachandra Mysuru",8.7,https://m.media-amazon.com/images/M/MV5BZmZkNTFiMmYtZjIzNS00ZjhiLTkwNDUtMGNlNmVhODVlNDBhXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:53:06.652720
Love Story,22 Oct 2021,Aha,Film,tt0066011,https://www.imdb.com/title/tt0066011/,Love Story,1970,A boy and a girl from different backgrounds fall in love regardless of their upbringing - and then tragedy strikes.,Arthur Hiller,"Ali MacGraw, Ryan O'Neal, John Marley",6.9,https://m.media-amazon.com/images/M/MV5BMTc5YjEzZjItOWM2MC00NDA3LWFhMTctMWM0ZTk3NjgwMzc5XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:53:07.005639
Heads And Tales,22 Oct 2021,ZEE5,Film,tt15554920,https://www.imdb.com/title/tt15554920/,Heads and Tales,2021,"As three women deal with tough times in romantic relationships, they learn to take control of their personal lives and stand up for themselves.",Sai Krishna Enreddy,"Sai Krishna Enreddy, Srividya, Sunil",6.0,https://m.media-amazon.com/images/M/MV5BZjlhZjAwN2MtYTdmOC00OGVmLTg2MGQtNDgzYzA5ODY3NjI1XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_SX300.jpg,2024-10-15T23:53:07.271960
Aranya,15 Oct 2021,ZEE5,Film,tt14336376,https://www.imdb.com/title/tt14336376/,Aranya,2021,N/A,Prabu Solomon,"Zoya Hussain, Shriya Pilgaonkar, Pulkit Samrat",8.0,https://m.media-amazon.com/images/M/MV5BMzgyNmFhZWUtMzcwYy00M2EwLWEzYWMtZjdmYTZlNzEyZDM1XkEyXkFqcGdeQXVyMTE0NDk0MzM0._V1_SX300.jpg,2024-10-15T23:53:07.518901
Seetimaarr,15 Oct 2021,Disney+ Hotstar,Film,tt11580944,https://www.imdb.com/title/tt11580944/,Seetimaarr,2021,All a full-time bank employee and part-time kabaddi coach wants is to bring national relevance to the school his father built and help young kabaddi players in his village win the national championship. It might prove difficult th...,Sampath Nandi,"Gopichand, Tamannaah Bhatia, Digangana Suryavanshi",5.0,https://m.media-amazon.com/images/M/MV5BMzgzMzQ0ZTMtZDFhMS00MDRlLWIxMzMtMjcyNDAwZTQ2MWE0XkEyXkFqcGdeQXVyMTA1MTMwNDc@._V1_SX300.jpg,2024-10-15T23:53:07.761711
Thalaivii (Telugu),10 Oct 2021,Amazon Prime,Film,,,,,,,,,,
Cold Case (Telugu),08 Oct 2021,Aha Video,Film,,,,,,,,,,
Raja Raja Chora,08 Oct 2021,ZEE5,Film,tt13249198,https://www.imdb.com/title/tt13249198/,Raja Raja Chora,2021,"Bhaskar, a Xerox shop helper and a part time burglar, whose greed for better settlement, he resorts to very risky and quick that lead him into trouble. To be with a software engineer he pretends to be a software engineer. One thin...",Hasith Goli,"Sree Vishnu, Megha Akash, Sunaina",7.5,https://m.media-amazon.com/images/M/MV5BMjQ1NTdmM2ItMDMzMC00NTExLTlhYWQtMDFiMTI3YzgwOTU4XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,2024-10-15T23:53:08.419781
Nootokka Jillala Andagadu,02 Oct 2021,Amazon Prime,Film,,,,,,,,,,
Orey Bammardi,01 Oct 2021,Aha Video,Film,,,,,,,,,,
Maestro,17 Sep 2021,Disney+ Hotstar,Film,tt5535276,https://www.imdb.com/title/tt5535276/,Maestro,2023,This love story chronicles the lifelong relationship of conductor-composer Leonard Bernstein and actress Felicia Montealegre Cohn Bernstein.,Bradley Cooper,"Carey Mulligan, Bradley Cooper, Matt Bomer",6.5,https://m.media-amazon.com/images/M/MV5BY2M1MWUyYzctMzk1Zi00M2RkLTkwY2YtMzE4MDhiZGQwZmU5XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:53:09.200684
Ichata Vahanamulu Niluparadu,17 Sep 2021,Aha Video,Film,,,,,,,,,,
Tuck Jagadish,10 Sep 2021,Amazon Prime,Film,tt11385078,https://www.imdb.com/title/tt11385078/,Tuck Jagadish,2021,"In a village with greedy property fights among the families, Jagadish (Nani) carries on his father's legacy to reform all the property issues in his village while trying to reunite his family, which is also split due to property i...",Shiva Nirvana,"Nani, Ritu Varma, Aishwarya Rajesh",5.6,https://m.media-amazon.com/images/M/MV5BMWUzNjk5NzUtYzU2Ny00MzU2LTk2ZGItZDBiNjM4Y2NmODViXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:53:09.604592
SR Kalyanamandapam,28 Aug 2021,Aha Video,Film,tt13110816,https://www.imdb.com/title/tt13110816/,SR Kalyanamandapam,2021,A young man tries to repair his relationship with his father while falling in love.,Sridhar Gade,"Kiran Abbavaram, Rajsekhar Aningi, Priyanka Jawalkar",5.6,https://m.media-amazon.com/images/M/MV5BOWNlYzc5OGEtZDg3Zi00NzY3LTkyOGMtYTY3YzA2ZDIwNDNiXkEyXkFqcGdeQXVyMTI0MjU5MzUw._V1_SX300.jpg,2024-10-15T23:53:09.864628
Thimmarusu,28 Aug 2021,Netflix,Film,tt13310936,https://www.imdb.com/title/tt13310936/,Thimmarusu: Assignment Vali,2021,A lawyer battles corruption both inside and outside the courtroom.,Sharan Koppisetty,"Satyadev Kancharana, Priyanka Jawalkar, Brahmaji",7.1,https://m.media-amazon.com/images/M/MV5BZjk3NWNkN2YtNzM3Zi00ZDk4LTg2YjgtMDUzYjhjZWMzZjcyXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_SX300.jpg,2024-10-15T23:53:10.248098
Tharagathi Gadhi Daati,20 Aug 2021,Aha Video,Series,tt15151786,https://www.imdb.com/title/tt15151786/,Tharagathi Gadhi Daati,2021–,"A Beautiful story of two adolescents along with their friends, set in the backdrop of Home tuitions that rekindles the magical moments of first love and shows how love can be tougher than annual exams.",N/A,"Payal Radhakrishna, Harshith Reddy",8.0,https://m.media-amazon.com/images/M/MV5BMjkwYmI0MzQtOTMyNy00Y2RlLWE0ZWUtNTcwNWE5ZTU0NjAwXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_SX300.jpg,2024-10-15T23:53:10.494578
Super Deluxe (Telugu Dub),06 Aug 2021,Aha Video,Film,,,,,,,,,,
One (Telugu Dub),30 Jul 2021,Aha Video,Film,,,,,,,,,,
Needa,23 Jul 2021,Aha Video,Film,tt8779244,https://www.imdb.com/title/tt8779244/,Needa,2013,"Pooja, an IT company employee, accidentally gets trapped in the office parking area. To add to this problem, even her car gets jinxed. To know what happened finally, one should watch the movie completely. J S Chowdary, Mullapudi S...",J.S. Chowdary,"Ravi Babu, Jakki, Vipin Naik",N/A,https://m.media-amazon.com/images/M/MV5BNDM4MmM1OGYtZjA1YS00ZGQwLWFiM2UtMmEyMzk5MDRjZGE5XkEyXkFqcGdeQXVyMTA4NDIzMTY1._V1_SX300.jpg,2024-10-15T23:53:11.292957
Narappa,19 Jul 2021,Amazon Prime,Film,tt11648514,https://www.imdb.com/title/tt11648514/,Narappa,2021,"A conflict between Dalits and Kamma landlords which is based on the Karamchedu massacre, that happened in 1985.",Srikanth Addala,"Venkatesh Daggubati, Priyamani, Rajeev Kanakala",7.7,https://m.media-amazon.com/images/M/MV5BNzYwZTczNzItYzg4My00ZDhlLWJmNjgtMGZiOTM4MTMzMDJhXkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_SX300.jpg,2024-10-15T23:53:11.546134
Kudi Yedamaithe,16 Jul 2021,Aha Video,Web Series,tt14932842,https://www.imdb.com/title/tt14932842/,Kudi Yedamaithe,2021–,"Kudi Yedamaithe revolves around Durga and Aditya, who are caught in a time loop and face a life-threatening situation.",N/A,"Surya Srinivas, Amala Paul, Rahul Vijay",8.2,https://m.media-amazon.com/images/M/MV5BNDZkYjYzNWUtMjUyZS00Y2I3LWIwNzItMjkzYWMzZTYyOGQ5XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_SX300.jpg,2024-10-15T23:53:11.793605
Vikramarkudu (Junga Telugu Dub),09 Jul 2021,Aha Video,Film,,,,,,,,,,
Oka Chinna Viramam,09 Jul 2021,Aha Video,Film,tt11041466,https://www.imdb.com/title/tt11041466/,Oka Chinna Viramam,2020,"Deepak is a businessman immensely in love with his pregnant wife Sameera . But when his idea of raising profits for his business puts her in trouble, he teams up with Balu (Naveen Neni) and Maya to save her.",Sundeep Cheguri,"Punarnavi Bhupalam, Garima, Naveen Neni",6.3,https://m.media-amazon.com/images/M/MV5BOWRjMTY2YzYtMDRhMi00MTFlLWI5YmYtNjdiZTI2NjZiZDg1XkEyXkFqcGdeQXVyODk4NzY2NzY@._V1_SX300.jpg,2024-10-15T23:53:12.226482
Pogaru (Telugu),02 Jul 2021,Aha Video,Film,,,,,,,,,,
30 Rojullo Preminchadam Ela,02 Jul 2021,Aha Video,Film,tt11739498,https://www.imdb.com/title/tt11739498/,30 Rojullo Preminchadam Ela?,2021,"Two college students, Arjun and Akshara, get off on the wrong foot and develop an instant hatred for each other. However, they land in a pickle and realise their connection from a past life.",Munna,"Pradeep Machiraju, Amritha Aiyer, Hyper Adhi",5.9,https://m.media-amazon.com/images/M/MV5BN2Y0MTg1ZWQtNTkzOS00Njc2LThhNTItMGMwN2E1MzUxM2Q1XkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_SX300.jpg,2024-10-15T23:53:12.621386
Loki (Telugu Dub),30 Jun 2021,Disney+ Hotstar,Tv show,,,,,,,,,,
LKG (Telugu Dub),25 Jun 2021,Aha Video,Film,,,,,,,,,,
Jiivi (Telugu Dub),25 Jun 2021,Aha Video,Film,,,,,,,,,,
Mosagallu,16 June 2021,Amazon Prime,Film,tt11536262,https://www.imdb.com/title/tt11536262/,Mosagallu,2021,The story of the world's biggest I.T. scam.,Jeffrey Gee Chin,"Vishnu Manchu, Kajal Aggarwal, Suniel Shetty",4.5,https://m.media-amazon.com/images/M/MV5BMzQxMzg0YjItNjM1OS00MGM1LTk1OWItYzM1OWUxNGU1NmQ3XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:53:13.531847
Rang De,12 June 2021,ZEE5,Film,tt11024580,https://www.imdb.com/title/tt11024580/,Rang De,2021,"A man and woman have been neighbors since they were children, but they have different perspectives on their relationship.",Venky Atluri,"Nithiin, Keerthy Suresh, V.K. Naresh",6.3,https://m.media-amazon.com/images/M/MV5BZDI3ZGRjM2EtZDVjYS00ZGI4LWEyNmYtNTk0NDVlMDczOWExXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,2024-10-15T23:53:13.789891
The Family Man2,04 June 2021,Amazon Prime,Web Series,,,,,,,,,,
Anukoni Athidhi,28 May 2021,Aha Video,Film,tt9793334,https://www.imdb.com/title/tt9793334/,Anukoni Athidhi,2019,"In an isolated hospital in the high ranges of Kerala, an autistic patient with special skills piques the interest of a psychiatrist, whose investigation into her past leads to startling revelations.",Vivek,"Fahadh Faasil, Sai Pallavi, Atul Kulkarni",7.0,https://m.media-amazon.com/images/M/MV5BODM5MzdmNGUtYmY1MS00Y2I4LTk0YzktZjE0MTk1ZDExMzQ0XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg,2024-10-15T23:53:14.285499
Ek Mini Katha,27 May 2021,Amazon Prime,Film,,,,,,,,,,
Play Back,21 May 2021,Aha Video,Film,tt13102440,https://www.imdb.com/title/tt13102440/,Play Back,2021,"Karthik is an investigative crime reporter from 2019, while Sujatha is from 1993. Karthik knows about her difficulties and he tries to change her future by changing the incidents from her past.",Hari Prasad Jakka,"Dinesh Tej, Ananya Nagalla, Arjun Kalyan",7.6,https://m.media-amazon.com/images/M/MV5BM2IyNTdhN2YtYzc5ZS00ODJiLWI3OGEtOGQzOTg4Y2FiNzFhXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_SX300.jpg,2024-10-15T23:53:14.788953
Cinema Bandi,14 May 2021,Netflix,Film,tt14554338,https://www.imdb.com/title/tt14554338/,Cinema Bandi,2021,"When a driver finds an expensive camera in the back seat of his rickshaw, he comes up with a ridiculously ambitious plan to gather the village and make a film - a ticket to get their drought-hit village out of its dreary conditions.",Praveen Kandregula,"Vikas Vasistha, Sandeep Varanasi, Rag Mayur",7.9,https://m.media-amazon.com/images/M/MV5BODdjNDFhZjctMzUzOC00ODJmLTk3ZDUtMGYxZmI5OWZmNzI0XkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_SX300.jpg,2024-10-15T23:53:15.033107
Vijay Sethupathi,14 May 2021,Aha Video,Film,,,,,,,,,,
Ramaswamy Biopikku,14 May 2021,ZEE5,Film,,,,,,,,,,
Ardha Shathabdham,May 2021,Aha Video,Film,tt12637548,https://www.imdb.com/title/tt12637548/,Ardha Shathabdham,2021,The story revolve around the life of krishna.,Rawindra Pulle,"Karthik Rathnam, Naveen Chandra, Krishna Priya",4.1,https://m.media-amazon.com/images/M/MV5BNjU4MTVmYzEtOWNkZi00YmNhLWI0MDQtM2Q5NjMzOTYxYmFhXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_SX300.jpg,2024-10-15T23:53:15.804463
Thank You Brother,07 May 2021,Aha Video,Film,tt0407865,https://www.imdb.com/title/tt0407865/,"Thank You, Brother",1998,"First film made by director Divino Tserewahú, a genuine Xavante Indian, in which he thanks his brother for having shown him the world of video recording.",Divino Tserewahú,N/A,N/A,N/A,2024-10-15T23:53:16.062511
A1 Express,01 May 2021,Sun NXT,Film,tt11214972,https://www.imdb.com/title/tt11214972/,A1 Express,2021,the film deals with the issues of corruption and nepotism in sports.,Dennis Jeevan Kanukolanu,"Sundeep Kishan, Lavanya Tripathi, Murli Sharma",6.2,https://m.media-amazon.com/images/M/MV5BNWE2ZGE0MzktMjNhZC00ZTg2LWI4MmQtMWZlNTM2MjQyNjAxXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,2024-10-15T23:53:16.342480
Sulthan,30 Apr 2021,Aha Video,Film,tt14787002,https://www.imdb.com/title/tt14787002/,Sulthan,2000,N/A,Kumar,"Ambika, Shankar Ashwath, M.N. Lakshmi Devi",N/A,N/A,2024-10-15T23:53:16.495507
Wild Dog,22 Apr 2021,Netflix,Film,tt11503178,https://www.imdb.com/title/tt11503178/,Wild Dog,2021,A brash but brilliant Indian intelligence agent leads a covert operation to nab the mastermind behind a series of attacks threatening national security.,Ahishor Solomon,"Nagarjuna Akkineni, Dia Mirza, Saiyami Kher",6.1,https://m.media-amazon.com/images/M/MV5BMjAzMTRjZTEtNTcwZC00ZDI5LWI4MDktODU2MzBhMDk3ZWI0XkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_SX300.jpg,2024-10-15T23:53:16.812156
Chaavu Kaburu Challaga,23 Apr 2021,Aha Video,Film,tt13130198,https://www.imdb.com/title/tt13130198/,Chaavu Kaburu Challaga,2021,A mortuary van driver experiences love at first sight when seeing a widow while she's paying her last tributes to her deceased husband.,Koushik Pegallapati,"Kartikeya Gummakonda, Lavanya Tripathi, Aamani",5.8,https://m.media-amazon.com/images/M/MV5BMGU2M2E3NTEtYWMyNy00NGMyLWJjNzgtYWIyZjBiM2I2ZGRkXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_SX300.jpg,2024-10-15T23:53:17.068166
Sreekaram,16 Apr 2021,Sun NXT,Film,tt10981304,https://www.imdb.com/title/tt10981304/,Sreekaram,2021,Karthik hails from a poor farmer's family in a village near Tirupati. He works at an IT company in Hyderabad. Chaitra is his colleague and tries her best to make him fall in love with her. But Karthik has a mission. He quits his h...,Kishor B.,"Sharwanand, Priyanka Arulmohan, Rao Ramesh",7.4,https://m.media-amazon.com/images/M/MV5BMzQwODIyMzEtYzdjZS00MTFmLWFmNzEtMTYwYjM0MzI5MmNkXkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_SX300.jpg,2024-10-15T23:53:17.220292
Thellavarithe Guruvaram,16 Apr 2021,Aha Video,Film,tt13843858,https://www.imdb.com/title/tt13843858/,Thellavarithe Guruvaram,2021,"Veeru is on the verge of getting married, but surprisingly, he decides to Elope because he is already in love with another woman. Even though he explains about his love life and romancing a Doctor to the bride, she does not initia...",Manikanth Gelli,"Ajay, Harsha Chemudu, Vajja Venkata Giridhar",6.6,https://m.media-amazon.com/images/M/MV5BYWNhMDAwZGUtNTI0Yy00NzQwLTgyNmMtZTU5YjBjZjFjNjY0XkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_SX300.jpg,2024-10-15T23:53:17.482842
Uppena,14 Apr 2021,Netflix,Film,tt9633480,https://www.imdb.com/title/tt9633480/,Uppena,2021,"The son of a fishing community falls for a village head's daughter, but they face violent opposition from the girl's doggedly old-fashioned father.",Buchi Babu Sana,"Panja Vaisshnav Tej, Krithi Shetty, Vijay Sethupathi",6.5,https://m.media-amazon.com/images/M/MV5BNjEwMzY4NmEtMTY3ZC00N2JhLTg1ZGUtZjU3NWUzYWE4YTUwXkEyXkFqcGdeQXVyMTI4Nzc4Njg3._V1_SX300.jpg,2024-10-15T23:53:17.732741
Sashi,14 Apr 2021,Amazon Prime,Tv show,tt13841504,https://www.imdb.com/title/tt13841504/,Sashi,2021,It is a romantic story between actors Aadi and Surbhi.,Srinivas Naidu Nadikatla,"Aadi, Mahesh Achanta, Ajay",4.6,https://m.media-amazon.com/images/M/MV5BMTIyNzEwNTktYjMxMy00NDRhLThmYzEtZDlkODE3MDA0MWMwXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:53:17.990898
Bangaru Bullodu,14 Apr 2021,Sun NXT,Film,tt11355340,https://www.imdb.com/title/tt11355340/,Bangaru Bullodu,2021,"Prasad is a gold appraiser at a local bank and his grandfather is a goldsmith. Though Prasad is the youngest, he takes care of the whole family. His grandfather lets him in on a secret and how Prasad fulfills his wish forms the st...",P.V. Giri,"Allari Naresh, Pooja Jhaveri, Krishna Murali Posani",5.3,https://m.media-amazon.com/images/M/MV5BYjg0ZjcxYTEtOTYxYy00MDU3LTg0ODYtMTA0OGVmMGZkYzMzXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_SX300.jpg,2024-10-15T23:53:18.243255
Paramapadham Vilayattu (Telugu Dub),14 Apr 2021,Disney+ Hotstar,Film,,,,,,,,,,
Jathi Ratnalu,11 Apr 2021,Amazon Prime,Film,tt11306376,https://www.imdb.com/title/tt11306376/,Jathi Ratnalu,2021,The plot revolves around the three prisoners. They get released and plan for a happy life outside. Things take a new turn and bring in a twist. Can they find happiness and love now?,Anudeep K.V.,"Naveen Polishetty, Rahul Ramakrishna, Priyadarshi Pulikonda",7.3,https://m.media-amazon.com/images/M/MV5BNGFhZjM5MTUtNzZlMy00MmQ2LTg0YjAtM2IzMzFmZDQwNzhmXkEyXkFqcGdeQXVyNjYyOTQ2OTc@._V1_SX300.jpg,2024-10-15T23:53:18.751024
Yuvarathnaa,09 Apr 2021,Amazon Prime,Film,tt9320226,https://www.imdb.com/title/tt9320226/,Yuvarathnaa,2021,A reputed college that is now on the verge of closing due to the privatization of the education system and political reasons. The college Principal fights against privatization and the protagonist supports his vision.,Santhosh Ananddram,"Puneeth Rajkumar, Sayyeshaa Saigal, Sonu Gowda",6.3,https://m.media-amazon.com/images/M/MV5BZmM3OTY5N2QtM2U1ZS00NmNjLTlkOTctNjI1ZDZhOTY1MDkyXkEyXkFqcGdeQXVyODEyNjEwMDk@._V1_SX300.jpg,2024-10-15T23:53:19.011070
11th Hour,09 Apr 2021,Aha Video,TV Series,tt13429172,https://www.imdb.com/title/tt13429172/,11th Hour,2021–,"Courageous, fearless, and ambitious - She's a woman trying to conquer a man's world. Will Aratrika win the biggest fight of her life?",N/A,"Tamannaah Bhatia, Viharsh Yadavalli, Vinay Nallakadi",5.7,https://m.media-amazon.com/images/M/MV5BNmYwNjA0ZTQtMTJhNy00ZjdmLWIwY2UtNjM1YzNjN2M4NmViXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_SX300.jpg,2024-10-15T23:53:19.255641
Y,02 Apr 2021,Aha,Film,tt14334034,https://www.imdb.com/title/tt14334034/,Y,2021,"When a film director is on the lookout for a script, an aspiring writer approaches him with a crime story that changes their lives forever.",Baalu Adusumilli,"Raghu Babu, Akshay Chandra, Rahul Ramakrishna",5.5,https://m.media-amazon.com/images/M/MV5BMzliYjM0NzgtNWM2Mi00YTVkLWE4NzUtNGYxY2IyMjY5OTgzXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_SX300.jpg,2024-10-15T23:53:19.611225
Zombie Reddy,26 Mar 2021,Aha,Film,tt12851324,https://www.imdb.com/title/tt12851324/,Zombie Reddy,2021,"Mario, a game developer, and his friends must tackle and escape from a rising zombie apocalypse in the region of Rayalaseema.",Prasanth Varma,"Teja Sajja, Anandhi, Daksha Nagarkar",6.6,https://m.media-amazon.com/images/M/MV5BYTg4NTRjZjUtZWMyYS00YTk2LThjN2ItYTBkNThiMDY5NDRkXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_SX300.jpg,2024-10-15T23:53:19.866743
